Temp,Humidity,Visibility,Wind,Precip,Time,Avspeed
14,47,2,7,4,22,5
8,3,1,3,4,26,27
5,13,1,1,1,93,35
6,64,3,6,3,95,13
6,32,3,3,5,45,49
20,21,6,6,3,71,67
6,30,3,6,5,-30,41
11,20,4,7,4,85,18
5,28,1,2,5,32,25
20,4,7,4,3,46,53
9,7,1,11,5,66,17
9,42,2,7,4,27,41
6,29,2,7,5,69,27
10,6,1,12,5,74,1
3,61,5,1,2,16,8
1,32,3,1,1,44,75
13,29,5,3,5,9,41
18,8,3,5,5,14,65
20,78,1,3,2,64,62
5,44,2,4,4,54,63
17,22,2,5,5,24,63
11,13,10,6,5,15,30
16,4,12,5,5,84,57
12,11,6,11,5,-11,69
18,21,1,3,5,26,69
15,36,1,7,4,-24,59
16,26,2,5,5,-30,10
12,2,4,2,5,68,19
18,27,1,12,5,67,39
1,50,1,4,5,72,17
11,45,5,3,3,92,12
18,41,2,4,4,47,20
4,8,2,6,4,-6,81
6,38,2,7,5,40,69
11,45,8,5,5,50,37
13,12,7,4,3,86,47
12,34,7,8,5,65,77
10,70,7,1,2,87,70
14,27,1,2,5,57,80
11,33,3,9,5,23,8
18,21,10,7,5,16,42
6,45,2,2,2,115,5
7,1,1,5,5,37,15
19,41,8,5,3,96,14
10,41,2,6,5,23,48
13,18,1,3,1,45,20
19,4,12,9,5,2,29
2,11,6,5,1,99,59
16,39,7,4,5,-12,39
16,50,12,4,5,28,24
2,45,2,6,3,2,10
3,69,5,4,3,46,1
6,16,1,5,1,51,41
12,49,7,5,3,112,79
7,60,8,12,5,64,55
11,53,3,4,5,8,63
11,10,4,6,1,70,75
5,29,4,5,3,5,58
11,32,1,6,4,74,32
8,24,6,3,2,12,57
5,83,2,5,2,75,60
15,76,9,6,2,111,16
2,17,4,2,2,84,20
13,60,5,5,3,96,50
1,50,1,2,4,-22,57
5,33,6,6,2,26,40
9,70,1,4,1,91,69
8,48,5,1,3,53,10
8,35,1,8,5,89,36
18,45,4,4,4,64,9
18,29,3,1,3,38,49
15,75,7,2,1,20,73
1,45,5,2,1,24,74
13,56,1,2,5,72,33
17,30,11,8,5,-14,26
12,15,9,5,3,95,17
13,31,3,5,5,-10,81
10,13,5,2,1,100,3
8,81,8,4,3,87,54
5,12,5,6,2,22,18
13,51,2,6,5,1,75
9,43,1,5,4,-4,78
9,42,3,7,4,-17,53
17,2,2,3,4,28,58
6,6,11,10,5,8,31
10,36,2,7,4,43,65
5,26,5,3,5,-17,59
18,6,3,6,2,72,64
19,45,7,5,1,114,36
9,42,9,3,5,99,3
6,53,5,4,3,6,12
10,4,9,5,5,34,0
7,52,2,3,2,46,0
5,30,7,4,3,91,58
11,10,2,7,5,64,15
6,28,2,2,1,116,76
12,44,4,3,5,73,8
19,10,8,5,1,36,2
13,32,2,5,5,68,46
3,19,6,4,2,3,60
13,24,2,6,5,88,63
15,21,2,4,4,-25,40
8,64,1,4,3,52,12
16,60,6,3,1,13,40
3,61,8,6,1,36,39
17,5,1,6,5,5,75
5,21,8,8,5,65,35
11,36,7,4,1,46,58
13,32,2,9,5,78,31
16,53,4,7,5,-23,78
8,37,1,6,5,49,21
12,55,4,6,5,75,34
1,77,5,2,3,94,23
19,59,9,12,5,30,4
11,51,1,7,4,18,52
17,47,3,2,2,0,60
12,15,1,6,5,76,53
11,10,1,3,5,49,21
4,34,12,10,5,63,10
20,34,8,1,1,20,27
4,57,2,2,1,100,36
10,45,3,8,5,51,77
17,45,8,3,1,110,60
16,40,6,1,2,73,40
17,35,4,6,1,117,76
19,64,8,2,3,59,18
5,2,10,7,5,97,19
5,21,7,5,5,41,57
4,61,1,3,1,86,71
16,36,4,6,4,88,27
10,11,2,4,5,-20,61
7,1,12,8,5,92,4
11,19,3,7,4,69,9
16,7,9,10,5,99,59
6,11,4,4,3,81,41
19,27,5,12,5,52,81
15,54,3,6,5,61,9
2,27,3,4,5,76,27
6,13,2,6,4,-5,51
5,21,4,9,5,15,7
5,50,9,11,5,-14,43
16,69,6,3,2,64,73
13,40,1,2,4,-30,20
16,23,4,10,5,32,72
5,9,12,12,5,90,4
4,28,7,1,3,93,58
12,51,2,5,4,-4,13
2,45,5,4,1,104,63
12,52,1,5,4,60,44
11,36,10,7,5,63,1
10,7,4,4,5,21,23
2,52,2,6,4,-28,80
10,76,8,5,1,60,24
10,32,11,11,5,7,36
7,13,1,5,4,58,80
4,55,4,6,2,42,72
6,53,3,4,5,-13,58
7,14,4,12,5,-2,15
4,28,12,11,5,98,35
10,83,7,1,1,52,26
2,46,3,4,2,21,46
17,32,12,7,5,81,77
16,10,3,7,5,48,29
7,51,3,6,5,-29,67
15,23,2,2,5,4,45
14,25,2,11,5,1,77
7,77,1,5,2,84,81
5,6,6,8,5,7,11
3,11,2,6,4,56,61
17,61,7,8,5,42,52
12,54,6,4,5,23,68
12,57,9,11,5,23,15
13,44,8,7,5,54,27
3,46,8,6,2,23,3
11,5,6,6,5,45,59
11,38,1,6,4,14,20
2,61,4,6,3,2,51
10,4,8,5,5,38,38
18,23,6,6,5,6,78
9,42,1,5,5,77,78
6,13,11,8,5,99,45
15,64,7,4,2,7,35
1,19,4,4,5,71,68
4,21,5,5,1,24,63
6,8,6,8,5,27,57
11,21,1,2,1,94,71
10,77,9,6,3,13,77
7,44,8,6,2,11,22
19,22,5,4,2,40,8
18,70,7,3,3,33,65
8,34,3,3,4,20,47
12,25,10,12,5,13,45
8,54,9,9,5,-17,17
5,12,5,11,5,10,16
16,44,4,3,5,-23,53
6,30,3,2,5,8,58
14,43,11,12,5,9,40
19,38,1,5,5,5,6
12,45,4,3,4,57,66
19,58,8,9,5,44,62
13,57,2,12,5,9,30
2,6,3,5,1,40,36
10,25,1,4,4,67,59
15,13,8,3,2,115,73
8,45,2,4,5,-21,1
8,32,1,7,5,20,80
18,70,3,1,1,97,53
10,26,2,7,5,48,22
5,81,3,1,1,56,4
18,38,3,6,5,10,64
5,56,8,12,5,5,42
6,53,7,2,2,13,5
8,39,12,3,5,81,68
13,11,2,4,5,6,21
12,38,5,6,5,-8,0
19,82,8,5,1,32,80
6,2,2,4,5,69,69
5,29,6,2,2,69,1
12,35,2,7,5,-4,12
11,37,2,7,4,29,27
12,14,11,12,5,39,28
11,1,2,2,2,20,18
6,15,10,8,5,89,37
3,27,6,4,2,44,74
16,21,3,6,4,4,71
12,24,1,7,4,50,3
9,20,3,6,4,62,32
8,17,3,5,5,49,58
19,11,11,9,5,-17,49
13,15,4,3,4,74,40
4,41,2,6,5,2,73
5,9,3,5,4,27,79
17,8,7,4,5,7,0
4,33,5,4,5,37,57
18,58,7,6,2,76,71
8,33,7,4,2,78,46
20,9,2,3,5,3,27
7,53,3,4,4,31,24
1,7,3,7,4,82,69
16,45,2,6,1,31,71
11,55,11,12,5,57,77
17,32,5,6,5,-5,75
13,30,1,4,5,15,57
8,34,7,8,5,45,37
4,30,4,5,5,21,53
5,51,1,6,5,8,24
15,71,3,4,2,101,66
12,51,1,3,5,-7,8
6,76,9,1,1,58,79
8,47,3,10,5,64,57
17,10,2,6,5,62,55
10,36,3,2,2,88,7
13,45,8,4,1,4,3
6,18,11,8,5,-10,9
10,73,6,6,2,24,10
18,41,2,7,4,4,51
8,10,2,2,5,77,57
10,8,9,7,5,85,36
8,43,8,4,3,33,79
17,17,3,2,4,7,9
12,13,2,3,4,-28,65
12,59,1,7,5,12,62
18,7,3,5,5,71,17
9,55,1,9,5,-16,28
13,10,7,5,5,94,58
8,24,3,6,5,37,38
12,54,1,6,4,43,14
11,25,6,1,2,19,32
16,26,1,7,4,52,20
2,44,2,7,5,35,46
15,15,2,4,3,9,77
20,40,5,5,5,-12,74
9,19,10,11,5,-2,48
5,16,1,5,5,60,21
16,30,5,8,5,66,25
3,34,4,6,2,48,67
5,31,3,2,5,-24,51
20,29,2,5,3,80,47
2,24,1,1,3,99,40
17,45,6,8,5,33,15
15,33,1,7,5,66,11
13,36,3,2,5,12,46
15,39,6,1,1,48,48
19,12,7,6,5,24,80
15,19,11,6,5,-7,28
14,42,2,5,5,18,30
7,2,1,7,4,47,35
8,75,2,3,3,44,48
6,20,8,5,5,74,61
18,31,8,4,1,65,70
20,7,8,1,2,17,69
12,61,4,3,5,82,66
15,54,5,2,3,47,74
11,3,4,4,5,-19,50
12,16,9,1,3,49,3
16,41,1,7,5,21,68
15,20,8,7,5,12,30
13,30,1,2,4,36,64
4,53,11,4,5,40,74
10,75,3,2,3,20,50
2,22,2,7,4,-20,12
6,19,2,3,4,11,42
4,5,1,4,5,54,56
7,50,8,8,5,-17,70
19,62,6,5,1,53,27
17,37,4,2,2,117,43
4,14,1,6,5,28,17
13,3,5,9,5,15,39
15,32,9,11,5,75,67
18,57,4,7,5,68,6
5,53,3,10,5,98,35
16,4,6,3,5,47,42
12,36,6,9,5,4,7
15,43,7,3,1,101,22
14,25,2,12,5,50,11
17,57,3,4,3,42,81
11,20,2,9,5,-19,42
5,60,6,5,5,45,5
3,21,2,5,4,-4,14
17,5,2,7,5,17,23
8,38,5,3,5,75,36
9,32,12,5,5,59,25
15,28,1,5,1,81,67
14,44,6,4,1,50,50
12,12,9,5,1,79,51
4,6,1,7,5,54,22
15,39,9,6,5,95,32
14,41,3,5,5,74,5
8,57,6,7,5,77,47
19,23,6,3,5,96,38
7,3,2,2,1,87,67
13,53,1,1,3,71,19
11,22,3,4,5,5,35
14,69,9,6,2,117,29
2,64,6,2,2,104,11
5,12,6,9,5,68,35
3,45,1,3,5,9,71
10,27,1,4,5,-17,65
9,57,2,5,4,-19,33
4,38,1,7,5,0,49
1,14,4,5,4,6,28
5,57,3,6,4,62,51
5,79,2,1,1,-1,17
13,32,12,12,5,0,43
18,30,3,7,4,35,48
9,17,1,6,3,62,60
3,11,9,1,2,33,72
11,27,5,4,1,68,15
4,27,2,6,1,4,55
20,7,4,11,5,-9,2
5,42,2,7,5,28,28
7,16,3,7,4,80,63
15,50,3,7,5,53,7
15,19,3,6,5,31,37
9,37,12,4,5,70,79
1,75,3,2,2,-2,50
13,27,2,6,5,-16,33
9,4,3,7,5,67,6
12,37,3,3,5,51,57
1,32,2,6,5,-30,73
12,36,3,4,4,59,15
16,39,3,5,5,-18,32
18,12,11,6,5,59,15
7,49,9,7,5,49,10
5,67,5,5,3,1,67
15,24,3,3,4,71,72
14,74,8,4,3,90,74
11,52,1,3,5,-28,62
18,23,4,7,5,82,79
12,26,5,12,5,20,14
16,48,5,7,5,85,69
2,64,8,2,1,29,71
9,10,2,3,3,76,44
18,10,3,2,2,100,22
7,47,10,8,5,81,21
3,6,3,4,4,67,43
8,69,5,2,1,42,66
4,45,4,2,1,77,1
12,11,1,6,5,-12,72
8,41,1,10,5,-11,33
9,44,8,3,2,86,29
20,9,8,3,1,67,1
15,19,9,5,1,78,14
11,4,3,3,2,71,47
2,44,3,4,5,51,59
13,78,3,1,3,45,22
18,34,5,8,5,33,24
19,78,8,3,1,102,12
1,41,4,4,5,81,46
8,55,4,6,4,20,28
7,37,4,2,4,1,11
9,12,11,4,5,-10,33
4,41,3,6,5,11,44
17,31,1,1,3,81,61
5,57,11,11,5,58,11
13,53,10,6,5,34,56
6,50,8,2,1,73,7
11,51,5,11,5,40,75
20,44,10,8,5,86,19
3,32,1,2,5,51,69
19,59,1,2,1,57,61
14,52,6,1,3,97,15
4,12,10,12,5,-11,25
5,37,3,4,4,89,38
8,12,3,5,5,40,16
8,39,1,3,4,66,17
8,54,3,6,4,76,3
16,1,5,5,3,86,14
16,23,5,12,5,-11,68
4,52,9,9,5,12,65
3,20,3,7,4,59,46
5,29,7,5,3,114,54
10,28,9,1,3,23,58
2,10,1,4,4,81,29
20,24,4,4,3,0,16
20,5,5,11,5,-17,62
9,56,12,8,5,36,77
14,46,7,4,3,63,30
8,40,3,4,3,18,55
8,2,1,5,5,66,8
20,45,4,12,5,28,46
5,44,4,4,4,29,2
3,56,4,7,5,21,76
10,14,5,4,3,21,32
16,7,12,5,5,10,13
6,34,1,5,5,28,22
4,27,3,12,5,66,6
8,15,8,5,2,82,80
16,33,4,2,4,39,47
13,18,2,2,4,2,9
2,16,4,6,5,42,79
9,74,8,3,2,56,44
12,46,2,2,5,-3,65
16,9,4,7,5,-3,52
1,2,4,6,4,54,4
10,18,7,4,1,10,65
15,47,9,3,3,108,40
17,31,10,3,5,5,5
10,32,7,4,2,88,68
12,51,3,6,5,23,46
7,18,2,2,4,31,16
6,30,2,6,4,0,37
17,28,9,12,5,75,37
13,4,5,11,5,72,29
8,53,9,9,5,84,40
6,3,2,2,1,102,68
14,32,7,2,3,90,23
13,48,2,7,5,68,59
7,57,1,3,5,27,22
4,10,12,6,5,11,25
13,41,9,2,2,2,25
10,6,1,7,5,-5,12
12,49,7,3,5,1,13
7,47,7,7,5,64,35
5,55,6,12,5,82,30
12,26,8,9,5,39,51
14,10,2,5,5,50,72
16,28,2,6,3,74,59
7,27,1,5,5,27,38
18,47,3,7,5,-12,77
10,27,2,3,5,-20,0
6,67,6,4,3,41,66
9,24,7,4,5,99,70
14,44,10,11,5,2,54
17,56,2,6,1,7,57
10,8,1,6,1,85,69
7,24,6,5,3,88,81
16,9,2,6,5,71,69
17,31,1,5,4,70,14
12,8,2,3,5,73,79
6,58,6,11,5,60,7
17,23,3,5,5,84,12
17,60,8,5,5,64,60
10,36,2,5,4,63,43
3,13,1,5,4,67,41
6,79,7,4,1,8,3
17,41,8,5,5,34,58
4,71,7,3,3,86,26
5,46,12,3,5,21,31
16,54,2,7,5,12,63
13,9,4,4,5,66,25
18,14,6,7,5,63,7
14,11,1,2,4,2,52
8,27,8,3,5,92,72
15,52,4,7,5,49,41
7,53,6,10,5,-1,61
12,25,4,2,5,69,9
10,9,1,4,5,23,26
2,41,4,6,5,72,1
7,26,3,3,5,20,66
18,77,4,1,2,29,29
12,2,8,5,5,-13,8
2,42,4,1,3,90,37
7,7,4,6,3,87,57
1,26,2,2,4,80,66
16,83,8,4,1,13,38
20,43,3,6,1,97,73
19,6,6,10,5,80,67
1,67,9,3,2,103,25
7,16,2,4,4,3,20
7,10,4,2,5,64,14
8,42,9,3,3,25,28
11,47,1,5,4,84,66
18,48,2,3,5,54,76
13,12,10,9,5,96,29
10,39,9,9,5,26,66
15,3,2,7,5,79,52
4,51,8,6,3,98,72
8,25,4,7,5,19,64
14,47,2,7,5,30,11
9,23,1,4,3,30,19
19,13,5,2,3,100,30
3,40,2,4,4,70,15
19,32,3,12,5,50,63
2,37,4,7,5,59,28
18,4,11,5,5,56,13
13,50,4,3,5,56,4
7,13,4,5,5,-12,59
11,56,1,5,5,-3,36
10,40,3,3,4,-13,50
7,54,1,6,5,6,59
12,5,1,3,4,44,24
18,16,1,5,5,12,8
19,48,12,12,5,0,28
20,67,6,4,1,106,31
15,79,7,6,2,103,74
1,44,7,2,2,103,74
8,44,6,3,3,2,62
15,3,2,6,1,42,46
17,24,2,6,5,-20,63
10,78,2,2,2,113,22
18,17,4,4,5,76,59
11,53,1,5,5,-18,23
11,29,2,5,5,-2,79
17,55,3,4,5,-19,2
6,35,3,7,4,34,26
7,44,1,4,5,-27,49
2,50,3,5,2,72,6
9,47,1,5,4,-2,79
11,52,4,2,3,55,27
18,54,8,11,5,21,59
17,41,5,6,2,23,35
6,11,3,4,5,-12,6
4,51,12,4,5,78,4
16,35,7,3,1,68,72
16,22,2,11,5,95,77
9,30,3,2,4,29,41
11,75,5,3,1,17,69
5,68,7,2,1,21,10
8,41,5,5,5,79,25
14,51,3,5,2,109,19
13,40,1,7,4,-9,16
14,28,4,4,1,65,30
7,63,3,6,2,86,56
5,18,3,2,4,51,73
13,20,10,4,5,53,62
7,49,3,3,5,67,16
1,73,2,3,2,63,12
15,7,11,9,5,70,74
14,15,3,5,5,55,50
8,55,3,7,5,54,72
18,33,2,4,5,-29,50
7,33,2,5,5,28,41
4,1,4,2,5,66,76
6,52,3,2,5,65,80
12,17,1,4,4,3,31
11,45,2,7,5,44,78
17,27,4,3,5,58,17
5,7,1,5,5,51,9
11,8,6,3,1,61,58
9,14,1,2,5,22,13
10,39,9,8,5,59,39
9,17,3,7,4,72,22
2,42,1,4,4,5,53
4,5,1,7,4,7,35
7,57,2,7,5,-2,25
9,6,8,2,3,8,79
7,9,3,5,4,47,24
16,17,7,5,3,-2,8
18,24,1,4,5,-2,23
5,32,11,10,5,26,52
16,27,4,3,3,33,54
15,53,9,2,3,20,55
17,39,2,5,1,78,44
12,33,1,8,5,70,43
8,2,3,5,5,73,5
4,54,1,3,4,-8,23
9,26,3,3,4,35,34
12,37,12,5,5,89,80
18,55,3,6,5,-15,60
20,18,2,4,3,46,78
9,37,9,7,5,11,63
19,35,4,2,1,93,6
8,12,3,6,5,20,62
20,27,12,4,5,55,1
3,41,2,2,2,64,68
12,11,2,5,1,19,26
10,5,3,4,3,73,42
16,24,3,12,5,83,61
18,32,1,3,1,28,33
7,35,5,4,3,7,23
10,53,3,4,5,57,38
5,13,8,6,1,61,44
8,17,2,3,4,-11,72
6,12,4,7,4,52,50
2,51,4,1,2,80,76
12,9,12,6,5,98,80
18,4,6,6,5,32,13
16,61,3,11,5,19,53
12,68,3,5,3,102,28
16,58,1,3,1,72,73
7,29,1,6,5,98,54
13,7,1,5,5,-11,11
5,67,6,6,3,105,7
11,44,4,6,4,7,7
5,1,4,3,4,88,15
9,25,4,6,4,46,22
9,30,2,9,5,6,49
12,10,7,12,5,88,56
6,3,9,3,5,52,67
13,62,1,2,1,28,8
10,72,7,3,3,56,49
3,10,6,6,3,13,21
13,57,3,4,4,29,55
17,26,4,2,4,82,23
1,64,3,4,1,2,9
20,16,12,9,5,93,64
8,45,2,11,5,47,40
5,8,2,1,3,15,36
16,31,2,2,2,37,79
5,48,9,12,5,44,80
8,45,6,10,5,88,54
18,33,3,3,4,38,27
15,13,3,4,5,83,48
17,40,1,6,5,-14,77
9,21,9,9,5,50,71
6,36,3,10,5,40,39
18,18,7,12,5,-8,54
15,22,7,3,5,37,6
13,7,10,8,5,71,11
4,14,2,3,5,58,72
13,8,3,4,4,78,56
11,33,2,7,4,-5,77
1,9,3,5,1,29,16
2,42,4,3,5,-17,73
10,5,3,1,1,49,42
18,70,9,4,2,74,17
15,6,2,2,4,73,48
6,26,9,10,5,47,74
15,64,4,1,2,37,60
20,60,7,4,5,88,56
10,1,3,6,5,58,35
12,14,2,2,3,46,0
19,53,1,12,5,46,68
1,15,3,3,4,49,80
14,1,4,3,4,-3,79
6,64,9,3,3,98,27
13,16,2,3,3,26,17
18,14,4,10,5,18,48
15,17,6,4,5,75,57
13,27,1,5,1,110,55
14,21,6,11,5,56,20
14,44,2,7,5,13,66
3,30,1,5,4,28,18
12,23,8,9,5,2,51
18,14,3,6,4,21,10
14,22,1,6,2,51,53
15,15,3,7,4,19,16
4,29,4,7,5,18,36
17,29,3,6,4,35,50
20,59,1,8,5,4,16
20,12,12,6,5,82,63
7,27,9,8,5,96,81
9,45,7,8,5,21,9
19,39,4,3,3,77,80
17,6,1,7,5,10,16
19,51,6,4,5,53,4
5,33,3,5,5,-7,67
13,26,4,7,4,73,2
12,10,1,4,4,32,62
7,11,6,6,2,35,62
17,1,12,11,5,79,55
2,9,3,2,4,6,10
6,10,2,7,4,-20,80
10,5,2,3,5,72,18
12,50,4,5,1,79,71
4,46,4,3,5,43,24
15,30,11,3,5,34,77
16,15,1,2,5,16,72
6,31,1,3,5,69,4
1,63,3,3,2,13,14
14,4,8,3,1,24,42
12,50,2,6,5,42,27
6,6,5,5,1,22,11
6,35,9,9,5,20,62
11,35,2,2,1,61,39
11,56,3,5,4,27,8
1,2,4,7,5,52,28
17,12,3,5,1,112,24
4,60,2,6,2,112,73
11,26,4,9,5,86,52
3,23,6,3,1,50,51
14,10,5,8,5,3,67
20,26,1,8,5,-8,7
13,32,1,3,4,86,6
2,80,2,2,1,84,36
4,28,3,5,5,61,61
20,7,6,1,3,113,15
12,50,2,4,4,64,11
2,45,1,5,1,112,64
7,36,2,2,5,9,3
2,10,3,7,5,15,29
8,12,2,6,4,66,4
17,43,9,8,5,15,76
10,41,3,6,5,79,3
17,40,11,5,5,73,37
13,18,2,6,4,-8,21
16,49,4,2,4,86,57
15,34,4,1,2,75,16
6,34,2,3,4,-20,75
12,54,8,4,5,40,63
10,23,4,2,5,79,44
18,39,4,5,4,24,58
19,27,4,4,1,21,36
20,41,5,11,5,12,17
2,48,9,4,1,108,37
17,4,4,3,5,33,4
18,53,6,3,5,1,58
1,6,3,3,5,-13,65
1,16,3,3,5,-5,30
17,17,1,5,4,6,36
13,51,3,6,4,16,61
13,43,4,10,5,30,76
16,8,1,8,5,34,41
18,56,8,9,5,22,48
3,33,3,4,5,10,37
16,22,11,9,5,49,61
9,13,2,10,5,66,31
12,16,7,3,3,42,1
16,21,7,3,5,90,32
3,27,7,2,3,12,33
6,50,9,4,5,78,76
16,31,6,1,2,87,11
11,18,2,5,2,5,70
8,27,3,4,5,56,39
11,83,6,3,2,39,65
10,5,4,5,5,-16,18
6,48,12,11,5,79,17
5,13,1,4,4,45,26
6,60,6,3,1,83,22
14,15,4,7,4,10,55
12,5,3,7,5,33,5
8,45,2,2,4,67,58
11,60,6,3,1,66,1
11,41,6,12,5,1,8
18,2,3,7,5,-6,48
13,26,8,7,5,28,71
16,54,1,3,4,43,9
4,21,8,2,1,29,33
9,33,11,9,5,94,6
5,36,4,5,4,70,30
14,45,2,5,5,61,66
9,33,10,4,5,-19,75
19,46,11,11,5,25,19
14,47,5,5,3,48,64
9,10,6,4,5,5,79
7,24,2,4,4,-17,27
3,41,2,3,5,8,29
8,14,1,7,5,-27,58
4,47,4,6,5,4,35
16,69,3,4,2,37,63
14,33,1,11,5,38,49
14,38,3,7,5,-15,44
14,49,2,3,5,80,43
16,30,3,9,5,-10,80
16,9,3,4,5,21,56
7,35,4,4,4,71,24
4,8,9,8,5,42,59
9,4,3,5,2,111,30
7,30,4,2,5,9,30
13,23,4,7,5,85,26
20,61,8,11,5,50,71
7,78,6,1,3,11,81
9,12,1,5,3,0,28
15,29,9,4,2,112,59
5,6,3,5,5,-14,31
4,45,4,6,5,-10,12
13,26,1,2,4,72,25
16,14,3,4,4,47,17
7,49,1,2,5,69,81
5,52,1,4,4,6,79
12,39,9,4,5,58,35
16,21,11,3,5,-12,72
6,11,2,3,5,-16,5
19,60,3,5,3,17,54
18,27,4,10,5,-10,74
11,24,3,6,4,61,11
15,49,2,4,5,-14,4
16,7,1,6,5,7,43
17,67,3,3,1,1,5
4,56,3,4,4,-6,73
20,51,2,7,5,47,2
13,51,2,3,1,91,78
5,46,3,5,5,30,1
11,70,8,4,2,85,30
8,53,4,10,5,7,38
16,37,9,7,5,12,58
19,51,1,8,5,-1,8
6,2,7,6,2,76,0
4,25,1,6,2,65,47
17,1,1,7,5,72,77
11,67,9,1,2,4,49
2,1,8,2,1,26,75
16,21,1,3,5,43,17
4,71,9,1,1,47,59
10,47,3,2,5,-13,50
3,14,2,7,4,-30,4
16,30,4,3,3,29,76
3,49,8,5,1,34,50
7,30,2,3,5,11,45
6,2,1,4,5,38,11
7,34,1,3,5,39,42
6,52,1,8,5,-4,61
14,47,2,3,5,78,57
14,36,1,4,5,89,57
4,22,3,7,5,69,51
15,20,1,7,4,49,14
18,26,7,6,3,63,6
14,10,9,6,5,23,17
2,35,4,2,5,7,15
15,29,8,4,2,5,9
17,31,1,3,4,41,53
10,13,5,2,3,84,36
16,17,10,5,5,24,23
6,33,2,3,2,47,78
5,6,1,7,5,89,54
16,3,8,2,3,4,61
20,42,9,5,3,41,38
13,69,9,3,2,107,49
20,55,11,10,5,98,60
12,51,7,4,1,26,42
10,34,4,4,5,80,55
13,41,1,6,5,-8,61
5,33,3,9,5,12,1
12,56,1,2,5,85,1
18,1,7,6,5,54,6
5,35,4,1,2,56,18
8,52,3,3,5,52,34
11,46,4,7,4,2,0
1,58,1,3,3,25,2
18,27,4,6,4,88,57
12,12,4,7,5,32,45
10,56,12,9,5,48,58
3,39,4,2,5,72,59
13,2,8,4,5,72,27
15,19,4,2,5,60,79
17,12,12,10,5,91,78
8,28,4,2,2,73,26
17,17,2,4,2,109,31
12,69,2,5,1,46,56
16,49,4,9,5,-6,30
2,12,4,6,4,2,45
4,30,12,10,5,-2,69
4,44,7,4,2,82,43
7,42,1,2,5,-8,74
7,38,9,10,5,-9,30
15,20,9,9,5,58,80
1,26,4,7,4,45,69
18,17,2,2,4,56,26
14,29,2,4,5,36,44
3,48,4,2,1,52,53
7,5,11,9,5,98,32
13,57,4,7,5,74,63
16,20,12,5,5,99,7
6,6,1,7,4,83,80
4,28,9,10,5,62,32
18,14,2,6,5,69,12
13,12,3,6,4,48,61
18,6,4,5,4,25,60
20,9,6,2,3,114,73
14,47,11,8,5,66,43
1,14,1,4,1,54,67
2,21,9,1,1,35,67
16,40,3,5,5,41,28
6,18,8,4,2,29,3
9,60,12,9,5,53,29
19,52,8,2,2,70,64
13,39,2,10,5,11,13
10,29,1,3,4,17,23
8,10,6,6,2,51,20
2,11,2,2,3,47,50
17,12,7,11,5,7,70
6,52,3,3,5,19,38
13,52,3,7,4,47,45
5,36,3,5,4,48,13
11,41,3,6,5,33,10
1,13,4,2,4,30,55
17,18,5,10,5,-10,70
11,63,3,6,1,105,20
8,17,9,6,5,-8,49
14,27,4,7,4,-15,68
15,49,3,5,5,-22,79
6,58,4,4,2,96,70
1,72,1,2,2,13,7
15,44,7,5,5,85,5
5,1,2,2,4,-6,79
6,1,3,2,2,45,41
14,51,4,2,4,51,19
5,28,7,7,5,96,41
7,41,2,4,5,45,58
13,18,3,6,5,60,59
7,67,8,3,2,85,13
13,38,2,3,5,2,33
10,1,2,5,4,32,37
18,76,3,2,1,88,17
17,23,1,6,4,21,77
12,17,10,8,5,-17,24
2,8,6,2,2,18,63
17,54,11,3,5,37,29
16,1,6,9,5,65,61
5,5,3,6,5,57,48
7,12,3,2,1,97,78
1,42,6,4,1,26,71
17,49,2,4,4,-23,68
10,83,1,4,1,63,36
10,66,8,1,2,47,68
10,12,7,8,5,84,32
12,9,11,10,5,-16,21
15,49,9,9,5,80,1
4,51,1,2,4,44,53
9,6,8,5,3,11,59
12,44,6,1,1,58,27
4,44,4,2,4,-1,10
11,52,2,12,5,8,58
1,5,1,3,5,50,52
11,13,1,4,5,-4,67
6,46,1,3,3,74,32
20,15,7,6,5,83,7
16,29,5,3,5,20,43
12,8,2,4,5,30,80
14,55,9,7,5,43,28
17,12,4,6,5,51,11
11,76,7,5,3,23,44
3,1,2,3,1,75,50
7,55,3,4,3,9,68
13,48,8,9,5,24,52
4,43,3,7,5,1,59
18,72,2,6,3,7,30
11,16,4,2,4,36,36
9,40,6,6,5,55,9
11,21,1,5,5,3,57
3,48,2,5,5,-30,10
6,6,4,7,4,-20,1
8,18,8,5,3,8,32
13,36,3,7,5,-12,0
5,36,1,5,5,-4,56
15,51,3,5,5,-29,9
9,21,1,2,4,71,7
12,79,1,6,2,116,70
13,52,7,11,5,94,57
5,37,4,4,5,14,58
2,40,4,3,5,25,30
12,31,5,4,1,117,13
18,23,6,12,5,13,61
16,38,9,4,5,-20,7
13,2,4,6,1,46,73
15,38,2,10,5,68,8
8,30,1,4,4,13,67
13,74,3,3,3,65,63
11,61,3,12,5,86,27
3,22,4,6,4,-3,79
16,41,2,6,5,-15,38
14,27,7,2,3,31,27
7,32,4,6,5,78,81
10,23,6,6,1,20,64
5,25,4,2,3,56,22
7,55,1,3,4,-11,21
14,32,4,7,5,14,54
15,6,2,10,5,-18,3
4,73,3,1,1,36,63
6,28,1,5,2,116,56
20,13,5,7,5,-16,24
14,10,4,7,4,2,45
5,61,10,4,5,30,6
7,10,5,9,5,45,59
6,27,1,4,5,84,64
4,24,7,2,3,81,7
